,Bedrooms,Bathrooms,Address,Land area,CV,Latitude,Longitude,SA1,0-19 years,20-29 years,30-39 years,40-49 years,50-59 years,60+ years,Suburbs,Population,SA12018_code,NZDep2018,NZDep2018_Score,URPopnSA1_2018,SA22018_code,SA22018_name
398,4,2.0,"4 Rees Way Tuakau, Auckland",433,670000,-37.262183,174.9402622,7010984,30,12,15,18,15,27,Tuakau,93,7010984,5.0,956.0,117,170000,Tuakau North
399,4,3.0,"21 Michaels Avenue Ellerslie, Auckland",628,1650000,-36.8958961,174.82036530000002,7006127,39,27,27,30,15,12,Ellerslie,138,7006127,5.0,964.0,147,144400,Ellerslie East
400,4,2.0,"37 Cheriton Road Mellons Bay, Auckland",809,1425000,-36.8871669,174.92818369999998,7006939,39,15,15,18,33,45,Mellons Bay,174,7006939,3.0,924.0,159,150600,Mellons Bay
401,3,1.0,"9 Dublin Street Pukekohe, Auckland",392,530000,-37.1970898,174.90051730000002,7010357,45,27,33,15,24,39,Pukekohe,180,7010357,9.0,1097.0,180,165300,Pukekohe North West
402,5,4.0,"73b Shore Road Remuera, Auckland",1272,4300000,-36.8648621,174.7985754,7005821,39,18,12,18,30,30,Remuera,150,7005821,4.0,938.0,150,140000,Remuera Waitaramoa
403,4,3.0,"6 Keiha Crescent Massey, Auckland",408,920000,-36.8281956,174.6150304,7003619,84,51,69,60,36,39,Massey,177,7003619,2.0,914.0,333,119600,Westgate South
404,2,2.0,"806/39-47 Union Street Auckland Central, Auckland",80,700000,-36.8516708,174.7560052,7005291,57,270,138,30,15,18,Auckland Central,267,7005291,8.0,1036.0,522,132400,Victoria Park (Auckland)
405,2,2.0,"908/39-47 Union Street Auckland Central, Auckland",80,430000,-36.8516708,174.7560052,7005291,57,270,138,30,15,18,Auckland Central,267,7005291,8.0,1036.0,522,132400,Victoria Park (Auckland)
406,4,1.0,"51 Ashgrove Road Mangere, Auckland",969,670000,-36.970082,174.80525580000003,7008126,42,27,12,12,12,9,Mangere,126,7008126,10.0,1209.0,114,150200,Mangere Central
407,4,2.0,"4 Korama Lane New Lynn, Auckland",101,900000,-36.904331799999994,174.68384419999998,7004358,33,60,45,24,27,36,New Lynn,213,7004358,8.0,1046.0,225,132300,New Lynn North
408,4,2.0,"14 Korama Lane New Lynn, Auckland",122,920000,-36.904331799999994,174.68384419999998,7004358,33,60,45,24,27,36,New Lynn,213,7004358,8.0,1046.0,225,132300,New Lynn North
409,4,2.0,"8 Korama Lane New Lynn, Auckland",176,940000,-36.904331799999994,174.68384419999998,7004358,33,60,45,24,27,36,New Lynn,213,7004358,8.0,1046.0,225,132300,New Lynn North
410,4,2.0,"10 Korama Lane New Lynn, Auckland",101,900000,-36.904331799999994,174.68384419999998,7004358,33,60,45,24,27,36,New Lynn,213,7004358,8.0,1046.0,225,132300,New Lynn North
411,4,2.0,"9c Tomes Lane Favona, Auckland",405,500000,-36.9530178,174.813736,7008092,72,27,15,24,18,6,Favona,138,7008092,9.0,1088.0,162,149400,Favona East
412,3,2.0,"6/71 Kolmar Road Papatoetoe, Auckland",108,1000000,-36.974782,174.8565882,7008640,63,72,42,30,21,48,Papatoetoe,219,7008640,7.0,1010.0,279,154900,Papatoetoe Central
413,7,2.0,"43-45 Walters Road Takanini, Auckland",2410,600000,-37.049080100000005,174.93472769999997,7010037,54,42,33,21,15,24,Takanini,180,7010037,9.0,1132.0,192,162600,Takanini South East
414,3,2.0,"118 Reihana Street Orakei, Auckland",89,2075000,-36.8604806,174.8216994,7006043,36,24,27,18,27,39,Orakei,141,7006043,10.0,1143.0,171,140100,Orakei East
415,3,2.0,"118 Reihana Street Orakei, Auckland",89,2075000,-36.8604806,174.8216994,7006043,36,24,27,18,27,39,Orakei,141,7006043,10.0,1143.0,171,140100,Orakei East
416,4,2.0,"54 Beach Road Mellons Bay, Auckland",943,1790000,-36.8899244,174.9359161,7006986,54,18,15,33,24,39,Mellons Bay,144,7006986,2.0,915.0,186,150600,Mellons Bay
417,3,1.0,"3/22 Mainston Road Remuera, Auckland",685,1260000,-36.8829671,174.81212240000002,7006096,48,24,24,39,27,27,Remuera,213,7006096,4.0,943.0,195,143100,Remuera Abbotts Park
418,4,2.0,"16a Mainston Road Remuera, Auckland",214,1360000,-36.8832505,174.811194,7006096,48,24,24,39,27,27,Remuera,213,7006096,4.0,943.0,195,143100,Remuera Abbotts Park
419,3,1.0,"12 Kaiwaka Road Waiuku, Auckland",1445,640000,-37.257248,174.7348917,7010436,54,15,21,24,24,36,Waiuku,147,7010436,7.0,1021.0,171,164800,Waiuku East
420,6,3.0,"39 Hilltop Road Flat Bush, Auckland",622,1150000,-36.9865073,174.9049914,7008990,60,45,42,33,24,18,Flat Bush,177,7008990,7.0,1011.0,213,158300,Hilltop (Auckland)
421,5,4.0,"15 Lammermoore Drive St Heliers, Auckland",1998,7000000,-36.863985,174.8519671,7006417,51,27,9,21,42,51,St Heliers,192,7006417,1.0,851.0,192,143500,Saint Heliers South
422,5,4.0,"35 Lammermoor Drive St Heliers, Auckland",818,3600000,-36.862909,174.85108369999998,7006417,51,27,9,21,42,51,St Heliers,192,7006417,1.0,851.0,192,143500,Saint Heliers South
423,4,3.0,"Lot 2/10 Whitmore Road Mount Roskill, Auckland",399,1175000,-36.9257759,174.74583940000002,7007739,66,57,63,24,33,54,Mount Roskill,270,7007739,8.0,1032.0,297,142300,Waikowhai North
424,8,4.0,"30 Florence Daly Place, Auckland",990 mÂ²,1250000,-36.926492100000004,174.74812980000002,7007739,66,57,63,24,33,54,Mount Roskill,270,7007739,8.0,1032.0,297,142300,Waikowhai North
425,5,3.0,"671 Richardson Road, Auckland",842 mÂ²,1125000,-36.9254157,174.7467049,7007739,66,57,63,24,33,54,Mount Roskill,270,7007739,8.0,1032.0,297,142300,Waikowhai North
426,3,1.0,"55 Rathgar Road Henderson, Auckland",875,835000,-36.867483299999996,174.62131069999998,7003862,54,30,27,27,15,21,Henderson,174,7003862,9.0,1074.0,183,125700,Henderson Lincoln South
427,3,1.0,"61a Wairiki Road Mount Eden, Auckland",406,1450000,-36.8895914,174.7520841,7005203,36,27,21,27,12,24,Mount Eden,129,7005203,4.0,942.0,150,139300,Maungawhau
428,3,2.0,"3/69 St Stephens Avenue Parnell, Auckland",187,2750000,-36.855511299999996,174.78838090000002,7005662,42,24,27,27,21,57,Parnell,183,7005662,1.0,886.0,195,137400,Parnell East
429,3,2.0,"16a O'halloran Road Howick, Auckland",402,1050000,-36.893851700000006,174.92262019999998,7006905,21,18,3,15,15,24,Howick,96,7006905,3.0,936.0,96,150400,Howick West
430,2,1.0,"1/10 Grantham Road Papatoetoe, Auckland",71,560000,-36.9795206,174.87921210000002,7008768,33,21,21,18,12,21,Papatoetoe,111,7008768,8.0,1065.0,126,155600,Papatoetoe East
431,4,1.0,"62 Kivell Close Mangere, Auckland",690,650000,-36.964788899999995,174.8096399,7008118,69,15,27,30,15,12,Mangere East,177,7008118,10.0,1139.0,168,150000,Harania North
432,3,1.0,"4 Atkinson Avenue Papatoetoe, Auckland",825,765000,-36.992290600000004,174.858979,7009405,30,30,12,12,3,6,Papatoetoe,99,7009405,8.0,1060.0,105,156700,Puhinui South
433,4,1.0,"16 Ririno Place Manurewa, Auckland",818,550000,-37.028742,174.8752312,7009580,84,39,33,27,21,24,Manurewa,186,7009580,10.0,1217.0,222,159900,Rowandale West
434,3,1.0,"5a Clarice Place Takanini, Auckland",90,490000,-37.037966100000006,174.9289185,7010014,75,36,24,30,24,24,Takanini,171,7010014,10.0,1162.0,225,161600,Takanini North
435,3,1.0,"34 Beaubank Road Kelston, Auckland",842,830000,-36.8972398,174.6707393,7004279,54,24,24,27,33,24,Kelston,168,7004279,6.0,977.0,183,130500,Kelston North
436,4,2.0,"1102 Whangaparaoa Road Tindalls Beach, Auckland",761,1575000,-36.618976,174.7738847,7001676,30,6,15,12,18,30,Tindalls Beach,99,7001676,4.0,942.0,111,115400,Tindalls-Matakatia
437,2,1.0,"1102a Whangaparaoa Road Tindalls Beach, Auckland",755,960000,-36.618976,174.7738847,7001676,30,6,15,12,18,30,Tindalls Beach,99,7001676,4.0,942.0,111,115400,Tindalls-Matakatia
438,3,1.0,"680 Great North Road Grey Lynn, Auckland",602,1550000,-36.864796999999996,174.73345890000002,7004943,21,54,33,21,15,24,Grey Lynn,156,7004943,7.0,1010.0,174,132100,Grey Lynn West
439,3,1.0,"36 Japonica Drive Beach Haven, Auckland",658,695000,-36.7950265,174.69399840000003,7002434,48,15,12,18,15,9,Beach Haven,105,7002434,8.0,1051.0,117,122400,Beach Haven East
440,5,2.0,"8 Meyrick Place Meadowbank, Auckland",880,1875000,-36.8703363,174.8294094,7006191,21,9,12,15,18,27,Meadowbank,102,7006191,1.0,874.0,102,141900,Meadowbank West
441,4,3.0,"7-9 Glen Atkinson Street St Heliers, Auckland",1750,6500000,-36.8661752,174.84977959999998,7006420,42,21,12,21,39,39,St Heliers,186,7006420,1.0,873.0,174,143500,Saint Heliers South
442,4,3.0,"43 Glen Atkinson Street, Auckland",1531 mÂ²,3550000,-36.86712120000001,174.8476095,7006420,42,21,12,21,39,39,St Heliers,186,7006420,1.0,873.0,174,143500,Saint Heliers South
443,3,1.0,"13 Wordsworth Road Manurewa, Auckland",675,540000,-37.0267161,174.88453619999999,7009670,72,36,24,18,15,18,Manurewa,144,7009670,10.0,1216.0,177,160000,Rowandale East
444,2,1.0,"10 Bay Road Palm Beach, Auckland",921,920000,-36.784985799999994,175.0462789,7003374,30,15,9,24,15,30,Ostend,126,7003374,7.0,1008.0,123,146900,Oneroa East-Palm Beach
445,4,4.0,"251 Harbourside Drive Karaka, Auckland",567,1750000,-37.062185,174.9214206,7009990,33,12,15,21,18,30,Karaka,87,7009990,1.0,885.0,129,162500,Hingaia
446,4,2.0,"117 Celtic Crescent Ellerslie, Auckland",607,1300000,-36.888343400000004,174.8198618,7006114,42,12,36,24,12,33,Ellerslie,144,7006114,3.0,935.0,153,144400,Ellerslie East
447,4,1.0,"22 Pigeon Mountain Road Half Moon Bay, Auckland",1014,2550000,-36.8851289,174.9011172,7006814,54,9,18,30,36,51,Half Moon Bay,192,7006814,4.0,946.0,201,148800,Half Moon Bay North East
448,4,3.0,"69 Prince Regent Drive Half Moon Bay, Auckland",734,1350000,-36.8891292,174.89535880000003,7006723,51,21,18,30,21,21,Half Moon Bay,144,7006723,5.0,965.0,162,147800,Half Moon Bay West
449,5,4.0,"10 Mantis Lane Hobsonville, Auckland",336,545000,-36.801329100000004,174.666149,7002304,33,30,24,15,12,18,Hobsonville,141,7002304,4.0,944.0,135,120200,Hobsonville Point
450,5,3.0,"2a Landette Road Manurewa, Auckland",244,2325000,-37.0310912,174.8725122,7009582,90,33,24,21,21,3,Manurewa,186,7009582,10.0,1141.0,192,159900,Rowandale West
451,4,2.0,"532 Chapel Road East Tamaki, Auckland",594,1100000,-36.939972,174.9131935,7009039,33,18,15,27,12,21,East Tamaki,120,7009039,4.0,956.0,126,155400,Botany South
452,4,2.0,"90 Aroha Avenue Sandringham, Auckland",784,1825000,-36.8785526,174.736405,7004975,27,66,72,30,12,18,Sandringham,207,7004975,3.0,934.0,228,136300,Sandringham North
453,5,3.0,"27 Margaret Road Papatoetoe, Auckland",202,1450000,-36.988448999999996,174.84477080000002,7009388,63,39,36,9,15,6,Papatoetoe,126,7009388,10.0,1174.0,168,155900,Papatoetoe South West
454,4,2.0,"18a Manawa Road Remuera, Auckland",469,1725000,-36.8678378,174.80235969999998,7005966,45,30,15,24,21,27,Remuera,150,7005966,2.0,909.0,168,140500,Remuera North
455,3,1.0,"18 Serrita Avenue Sunnyhills, Auckland",690,1150000,-36.89801,174.89069540000003,7006699,45,12,15,33,12,15,Sunnyhills,114,7006699,3.0,921.0,135,149200,Sunnyhills East
456,3,2.0,"A1/27-29 Towai Street St Heliers, Auckland",238,2450000,-36.8570908,174.8502488,7006413,36,18,9,21,27,66,St Heliers,165,7006413,3.0,935.0,174,142700,Saint Heliers West
457,3,2.0,"47 Milano Boulevard Karaka, Auckland",1191,2100000,-37.065132899999995,174.9140949,7009923,30,18,18,21,27,30,Karaka,6,7009923,1.0,895.0,147,162500,Hingaia
458,4,3.0,"69 Milano Boulevard Karaka, Auckland",572,1550000,-37.06610560000001,174.91237180000002,7009923,30,18,18,21,27,30,Karaka,6,7009923,1.0,895.0,147,162500,Hingaia
459,2,1.0,"2322 State Highway 16 Helensville, Auckland",5210,730000,-36.6792597,174.4379383,7001365,39,24,18,24,27,30,Helensville,165,7001365,4.0,942.0,162,112300,Helensville Rural
460,4,2.0,"12 Williams Road Hobsonville, Auckland",450,1125000,-36.8005504,174.6451824,7002271,12,12,9,6,9,75,Hobsonville,138,7002271,7.0,1010.0,129,119200,Hobsonville
461,4,2.0,"1/90 Maich Road Manurewa, Auckland",130,650000,-37.0144149,174.8894841,7009644,78,42,39,24,24,21,Manurewa,165,7009644,8.0,1037.0,228,159100,Homai East
462,3,1.0,"1/662 East Coast Road Pinehill, Auckland",81,830000,-36.7285787,174.73024640000003,7002686,36,36,33,27,27,30,Pinehill,183,7002686,5.0,968.0,183,118500,Pinehill (Auckland)
463,2,1.0,"1a Rewiti Street Orakei, Auckland",84,1060000,-36.8551765,174.81299669999999,7005958,15,27,12,6,30,27,Orakei,108,7005958,3.0,923.0,120,139200,Orakei West
464,4,2.0,"1 Kingsgate Place Dannemora, Auckland",417,1325000,-36.922951700000006,174.92284850000001,7009157,15,9,15,3,15,483,Dannemora,51,7009157,6.0,992.0,534,154700,Botany North
465,3,1.0,"7 Portrush Lane Takanini, Auckland",361,600000,-37.0383231,174.916708,7009911,51,36,24,18,6,18,Takanini,150,7009911,7.0,1023.0,150,162000,Takanini West
466,4,2.0,"318 Sea View Road Onetangi, Auckland",5175,2300000,-36.7827438,175.0620241,7003376,39,21,15,30,24,60,Ostend,165,7003376,1.0,893.0,189,148700,Ostend
467,5,2.0,"13b Maioro Street New Windsor, Auckland",174,1090000,-36.907443900000004,174.7156062,7004673,36,36,27,12,15,27,New Windsor,147,7004673,8.0,1053.0,147,138300,New Windsor South
468,6,4.0,"460 Union Road Pukekohe, Auckland",465,2075000,-37.201272700000004,174.8158397,7010456,42,15,18,27,21,33,Mauku,180,7010456,5.0,962.0,150,165000,Puni
469,3,1.0,"2/6 Woodside Road Manurewa, Auckland",110,530000,-37.0254779,174.899302,7009794,54,33,27,27,12,12,Manurewa,156,7009794,10.0,1228.0,162,160900,Manurewa South
470,5,3.0,"1 Kumar Place The Gardens, Auckland",589,1130000,-37.008384899999996,174.9171628,7009942,48,36,27,21,27,24,The Gardens,162,7009942,3.0,927.0,183,159300,The Gardens (Auckland)
471,4,2.0,"200b Old Titirangi Road Titirangi, Auckland",451,835000,-36.9209739,174.6637504,7007315,42,21,21,24,21,21,Titirangi,123,7007315,6.0,980.0,150,135400,West Lynn
472,6,3.0,"21 Mull Place Wattle Downs, Auckland",1265,1690000,-37.0491615,174.89424590000002,7009717,42,21,18,15,12,42,Wattle Downs,132,7009717,5.0,956.0,150,161500,Wattle Downs East
473,3,1.0,"12 Talavera Place Te Atatu South, Auckland",100,612000,-36.8807816,174.6550089,7004150,48,24,39,21,24,33,Te Atatu South,177,7004150,9.0,1079.0,189,128500,Te Atatu South-McLeod South
474,5,3.0,"25 Cunliffe Place Glenfield, Auckland",1405,1100000,-36.776875700000005,174.717903,7002619,54,54,42,21,27,30,Glenfield,195,7002619,3.0,937.0,231,122100,Bayview South
475,2,1.0,"1/68 Ireland Road Panmure, Auckland",70,510000,-36.907872999999995,174.8431008,7008326,36,42,36,30,12,15,Mount Wellington,144,7008326,3.0,925.0,180,147200,Mount Wellington Central
476,5,3.0,"92a East Tamaki Road Papatoetoe, Auckland",536,980000,-36.9657304,174.864446,7008619,45,24,30,15,18,6,Papatoetoe,132,7008619,8.0,1056.0,141,154100,Dingwall
477,5,2.0,"28 Entrican Avenue Remuera, Auckland",819,3075000,-36.8794045,174.80698280000001,7005989,30,9,6,24,24,18,Remuera,123,7005989,1.0,856.0,114,141600,Remuera Waiata
478,4,2.0,"8 Springtide Place Red Beach, Auckland",612,1000000,-36.608833399999995,174.6836301,7001514,48,3,12,33,15,24,Red Beach,135,7001514,1.0,850.0,132,113600,Kingsway
479,5,4.0,"16 Kilcooley Road Flat Bush, Auckland",354,1275000,-36.967034399999996,174.9359253,7009309,108,63,93,63,30,51,Flat Bush,18,7009309,1.0,889.0,408,158200,Mission Heights South
480,2,1.0,"3/15 Nihill Crescent Mission Bay, Auckland",85,740000,-36.8520455,174.8302353,7006171,18,18,9,15,18,36,Mission Bay,120,7006171,3.0,929.0,111,141100,Mission Bay
481,4,4.0,"10 Codrington Crescent Mission Bay, Auckland",827,5300000,-36.853008700000004,174.8295425,7006171,18,18,9,15,18,36,Mission Bay,120,7006171,3.0,929.0,111,141100,Mission Bay
482,5,3.0,"19 Takitimu Street Orakei, Auckland",479,2550000,-36.85383220000001,174.82258969999998,7006159,54,18,15,15,21,27,Orakei,132,7006159,9.0,1124.0,156,140100,Orakei East
483,4,3.0,"42 Marua Road Ellerslie, Auckland",277,1725000,-36.8898532,174.81645880000002,7006118,48,33,48,30,18,27,Ellerslie,186,7006118,3.0,932.0,204,144400,Ellerslie East
484,4,3.0,"3c The Rise St Heliers, Auckland",543,3500000,-36.8462688,174.86509880000003,7006474,66,18,30,33,39,45,St Heliers,204,7006474,1.0,893.0,228,143000,Saint Heliers North
485,3,2.0,"4 Springcombe Road, Auckland",449 mÂ²,3100000,-36.8463819,174.8625265,7006474,66,18,30,33,39,45,St Heliers,204,7006474,1.0,893.0,228,143000,Saint Heliers North
486,1,1.0,"2/37 Mahia Road Manurewa, Auckland",70,445000,-37.0391848,174.8809426,7009597,120,42,42,27,27,33,Weymouth,279,7009597,10.0,1176.0,291,160500,Weymouth East
487,2,2.0,"1164 Huia Road Huia, Auckland",809,750000,-37.0030833,174.573895,7007109,84,21,45,54,51,60,Huia,288,7007109,4.0,940.0,321,128000,Waitakere Ranges South
488,3,2.0,"22a Puriri Avenue Greenlane, Auckland",130,1575000,-36.89294,174.79404269999998,7005883,57,30,30,30,33,21,Greenlane,189,7005883,4.0,944.0,207,142200,Greenlane North
489,4,2.0,"537 Hillsborough Road Mount Roskill, Auckland",1055,1500000,-36.9278156,174.7295621,7007629,51,33,27,27,21,39,Mount Roskill,168,7007629,5.0,973.0,201,141300,Mount Roskill South
490,4,2.0,"112 Albany Heights Albany, Auckland",11759,1700000,-36.7114221,174.68332719999998,7001807,18,9,9,9,21,15,Albany Heights,96,7001807,2.0,907.0,84,115600,Dairy Flat South
491,2,2.0,"30 Bel Air Drive Hillsborough, Auckland",1051,1275000,-36.919146500000004,174.7643573,7007771,24,33,24,15,21,15,Hillsborough,117,7007771,4.0,948.0,132,144100,Onehunga West
492,4,1.0,"7 Tiari Place Mangere, Auckland",566,660000,-36.972631799999995,174.82683169999999,7008296,78,39,33,27,30,21,Mangere East,243,7008296,8.0,1067.0,228,153200,Aorere North
493,3,1.0,"362 Blockhouse Bay Road Blockhouse Bay, Auckland",919,640000,-36.9117146,174.7022303,7007517,48,42,33,27,36,39,Blockhouse Bay,207,7007517,4.0,951.0,213,138600,Blockhouse Bay North East
494,4,3.0,"26d Roseville Street New Windsor, Auckland",150,999000,-36.904061799999994,174.71738180000003,7004665,27,27,21,18,24,12,New Windsor,120,7004665,7.0,1018.0,141,136600,New Windsor North
495,4,2.0,"26c Roseville Street New Windsor, Auckland",150,999000,-36.904061799999994,174.71738180000003,7004665,27,27,21,18,24,12,New Windsor,120,7004665,7.0,1018.0,141,136600,New Windsor North
496,3,1.0,"236 Kaiaraara Bay Road Great Barrier Island, Auckland",5638,580000,-36.177654700000005,175.3590697,7001130,39,9,18,24,24,42,Great Barrier Island (Aotea Island),183,7001130,9.0,1093.0,153,111800,Barrier Islands
497,3,2.0,"91c East Tamaki Road Papatoetoe, Auckland",373,820000,-36.9671685,174.8649469,7008620,45,30,27,21,18,15,Papatoetoe,150,7008620,9.0,1097.0,165,154100,Dingwall
498,4,4.0,"201a St Andrews Road Epsom, Auckland",603,3700000,-36.902012400000004,174.76128559999998,7005467,36,15,6,21,18,30,Epsom,123,7005467,1.0,883.0,135,141200,Three Kings East
499,5,2.0,"22 Landscape Road, Auckland",1203 mÂ²,660000,-36.9005066,174.7601404,7005467,36,15,6,21,18,30,Mount Eden,123,7005467,1.0,883.0,135,141200,Three Kings East
500,3,3.0,"209D St Andrews Road, Auckland",541 mÂ²,1600000,-36.9017294,174.76061819999998,7005467,36,15,6,21,18,30,Epsom,123,7005467,1.0,883.0,135,141200,Three Kings East
501,4,2.0,"4 Ross Place Opaheke, Auckland",718,850000,-37.0756141,174.9473467,7010134,54,18,24,33,30,51,Opaheke,210,7010134,6.0,985.0,210,164000,Opaheke
502,6,4.0,"21 Armadale Road Remuera, Auckland",1284,4400000,-36.883145500000005,174.7933358,7005859,30,30,3,15,15,18,Remuera,102,7005859,6.0,998.0,108,141000,Remuera South
503,2,2.0,"8 Tawa Street Oneroa, Auckland",1232,1850000,-36.786035299999995,175.0185042,7003344,21,9,12,21,18,48,Oneroa,108,7003344,4.0,951.0,126,144600,Oneroa West
504,4,3.0,"24 Aldred Road Remuera, Auckland",928,3550000,-36.873779799999994,174.7963636,7005837,66,12,3,33,45,36,Remuera,222,7005837,1.0,877.0,198,140000,Remuera Waitaramoa
505,3,1.0,"1/57 Kelvin Road Papakura, Auckland",90,540000,-37.0637794,174.9590698,7010192,81,48,45,27,30,27,Papakura,234,7010192,9.0,1091.0,261,163600,Papakura Massey Park
506,4,2.0,"21 Silkwood Grove Totara Heights, Auckland",872,900000,-36.9978874,174.9029335,7009748,45,36,24,24,39,42,Totara Heights,192,7009748,3.0,934.0,207,159000,Totara Heights
507,4,2.0,"19 Roadley Avenue Sunnyhills, Auckland",782,1550000,-36.900187200000005,174.8813948,7006690,42,12,12,27,27,27,Sunnyhills,162,7006690,2.0,909.0,159,148100,Sunnyhills West-Pakuranga North
508,4,3.0,"11 Fort Lincoln Loop Karaka, Auckland",309,920000,-37.0817356,174.902696,7009834,21,0,6,21,12,15,Karaka,87,7009834,5.0,965.0,75,162500,Hingaia
509,5,3.0,"1 Tuangi Street Long Bay, Auckland",480,1500000,-36.6902805,174.7422363,7002020,57,24,36,30,30,24,Long Bay,0,7002020,2.0,902.0,198,116500,Long Bay
510,5,3.0,"9 Tuangi Street Long Bay, Auckland",465,1450000,-36.6903871,174.7420748,7002020,57,24,36,30,30,24,Long Bay,0,7002020,2.0,902.0,198,116500,Long Bay
511,5,4.0,"9 Ngaio Street Orakei, Auckland",488,610000,-36.8591469,174.81405619999998,7006054,24,15,18,18,18,33,Orakei,126,7006054,6.0,979.0,126,139200,Orakei West
512,1,1.0,"108 Hill Road Palm Beach, Auckland",4737,710000,-36.7852451,175.04199219999998,7003365,27,9,18,18,24,48,Palm Beach,144,7003365,6.0,989.0,144,148700,Ostend
513,3,1.0,"34 Regent Street Papatoetoe, Auckland",1464,1175000,-36.9798783,174.8691556,7008659,51,39,30,21,21,30,Papatoetoe,192,7008659,8.0,1063.0,195,156200,Papatoetoe South
514,4,2.0,"24 Lemonwood Place The Gardens, Auckland",1019,1000000,-37.0098989,174.9140007,7009843,45,27,21,21,42,42,The Gardens,180,7009843,3.0,921.0,189,159300,The Gardens (Auckland)
